ds,yhat,yhat_lower,yhat_upper,Store
2012-04-06,1403847.6287180413,1271670.0396265239,1538212.323478171,11
2012-04-13,1417020.5379211728,1290887.5831652302,1549784.420814077,11
2012-04-20,1392259.3517311898,1255805.2556911032,1518889.7144380482,11
2012-04-27,1343799.3340188786,1217257.706485346,1476533.0951987423,11
2012-05-04,1306647.1021237804,1180702.9774969283,1429848.3470282634,11
2012-05-11,1301704.3215020301,1165397.8911103262,1432669.912786113,11
2012-05-18,1320276.019260761,1194502.0531915985,1450136.0388027495,11
2012-05-25,1341198.508993627,1212904.2325970859,1475491.472372727,11
2012-06-01,1354616.553987197,1226356.6035286484,1494506.9279266708,11
2012-06-08,1364284.199502101,1236808.5671617114,1496190.014797583,11
2012-06-15,1372413.8039338766,1236460.956084186,1502385.6374222091,11
2012-06-22,1372139.780114513,1237763.637545237,1501397.914102911,11
2012-06-29,1357490.221773096,1231419.983573447,1503023.5498980617,11
2012-07-06,1334704.8554625816,1205422.050132128,1475687.317506743,11
2012-07-13,1318368.246404985,1183394.5491168085,1447949.6851092156,11
2012-07-20,1318467.6223391246,1190010.0155644445,1449260.7370264644,11
2012-07-27,1335629.798728857,1198647.190484433,1460688.0756727639,11
2012-08-03,1366494.681467131,1234168.3224320416,1492697.0426599039,11
2012-08-10,1404968.8714577898,1269151.7617884967,1540409.0553957208,11
2012-08-17,1434779.5792614478,1301724.6572980343,1564483.8562850554,11
2012-08-24,1430167.7310615743,1300992.048116343,1558439.3461758129,11
2012-08-31,1377818.8782020058,1244224.5628492925,1517028.9594316643,11
2012-09-07,1301076.683433995,1178592.694368351,1432876.975306341,11
2012-09-14,1250845.8767225929,1122654.1368974592,1370189.1727332682,11
2012-09-21,1259693.5411584864,1126893.7437931725,1389817.888179704,11
2012-09-28,1305306.1734475505,1174409.6011750198,1439890.3879126094,11
2012-10-05,1330690.867325215,1202472.5419113564,1464261.1940826774,11
2012-10-12,1307026.5779915857,1176841.231913282,1428853.2118189596,11
2012-10-19,1269267.0420117618,1133801.504405754,1409640.747914078,11
2012-10-26,1278455.0572920307,1142217.506537046,1408184.941040304,11
2012-10-28,1293774.8245847463,1168836.3711009522,1429448.495004232,11
2012-11-04,1376068.7125599228,1253571.8698317492,1508056.5824167272,11
2012-11-11,1452788.6549155093,1325881.736293029,1577051.3244755531,11
2012-11-18,1485846.3657216392,1354258.6333127248,1612320.4259182308,11
2012-11-25,1513499.8382644188,1379466.2603230888,1640940.3002642638,11
2012-12-02,1609072.525667939,1480102.2542648113,1740625.3740417731,11
2012-12-09,1778535.5484178604,1644235.637911402,1897525.238772504,11
2012-12-16,1915708.6379945502,1784851.9372488083,2045397.5393483269,11
2012-12-23,1883257.691114502,1745007.740882914,2022498.3132638268,11
2012-12-30,1649695.1801588363,1529782.2759584677,1779813.2118909599,11
2013-01-06,1340820.5912409516,1209932.3339933737,1466172.9770607403,11
2013-01-13,1144617.9780268152,1010841.853341586,1272725.0790588597,11
2010-02-05,1061275.3115815106,935075.173034243,1166271.9722615276,12
2010-02-12,1124684.5464420535,1005346.1906957417,1232930.7856537753,12
2010-02-19,1106951.1481755122,993945.2295351647,1215292.4599400864,12
2010-02-26,1062680.8619595666,947599.251493307,1175357.3625488102,12
2010-03-05,1031284.333670677,919660.4572998426,1146285.4434652238,12
2010-03-12,1013487.4292359324,903064.479944355,1129374.4730705828,12
2010-03-19,996921.983669176,882214.6786301999,1105158.1572756346,12
2010-03-26,983085.313257162,867329.8415160171,1089804.247909354,12
2010-04-02,982272.2060901704,873376.5289470992,1092058.6771684736,12
2010-04-09,993092.7789000672,883701.7362960032,1110364.7569528015,12
2010-04-16,1000181.7539982764,884523.186070859,1113922.2345899153,12
2010-04-23,992853.3903281775,871962.7294659772,1103998.4042187494,12
2010-04-30,977406.4682080093,868567.9787863207,1085010.2851644275,12
2010-05-07,966862.6457790392,852664.1940835164,1076392.3665981118,12
2010-05-14,964330.4457490138,859697.2868898992,1080425.2099210566,12
2010-05-21,963125.8532592916,849098.7196968361,1073327.8590815486,12
2010-05-28,960621.564339285,856788.8845681108,1079426.7705137718,12
2010-06-04,962880.6564737727,849348.7220107254,1078210.4268093894,12
2010-06-11,972183.698965025,855643.9446985887,1081269.1052611775,12
2010-06-18,977051.5660307421,868844.0678520065,1085057.9328689969,12
2010-06-25,963133.7428605406,853993.8816501416,1077288.2973056787,12
2010-07-02,933103.1196730619,823702.6454554466,1051270.9774256453,12
2010-07-09,907403.6936722397,792026.1752406374,1021820.4568095895,12
2010-07-16,901444.0840489068,784080.8781813848,1017594.4581211866,12
2010-07-23,908352.7866327467,791778.5491103373,1021920.3873294619,12
2010-07-30,911793.6162857681,795490.36219544,1029564.9014941966,12
2010-08-06,912529.8906904679,786582.7579580161,1022964.7949258174,12
2010-08-13,929944.8531277423,814985.0075167707,1040796.2474462509,12
2010-08-20,970790.1586842787,860415.7511766215,1084414.7097096283,12
2010-08-27,1005419.0504596245,886658.8201651624,1122283.9621436945,12
2010-09-03,990584.9115673912,876986.138114871,1105314.4479459678,12
2010-09-10,920602.9490486477,800094.3429680822,1037577.0774844678,12
2010-09-17,845157.0130456348,733161.9061944031,959043.0447291989,12
2010-09-24,823781.5162020614,713907.8009905963,933696.214831329,12
2010-10-01,863224.2021501769,741604.1319433353,975586.1661390612,12
2010-10-08,911158.2248548343,800985.9852624144,1030150.5649915383,12
2010-10-15,917606.2906427316,807863.9402356998,1028700.7489822654,12
2010-10-22,893946.5815653978,781172.9698008115,1001031.8173231478,12
2010-10-29,898912.9624565501,792633.3523691866,1008749.0798001302,12
2010-11-05,967268.1737199139,853805.7709182533,1083773.7604722725,12
2010-11-12,1067311.5679184026,952473.247669908,1183553.3873771788,12
2010-11-19,1139817.4716023658,1023739.0926232671,1254060.4845865702,12
2010-11-26,1170682.2370609662,1057128.7722836453,1279207.1239590584,12
2010-12-03,1204886.5904683478,1096482.269004979,1318960.7641474137,12
2010-12-10,1279136.831232201,1165945.7376757949,1391440.788966682,12
2010-12-17,1353793.2168402562,1237068.185863068,1471564.0730814983,12
2010-12-24,1334681.713892722,1221796.9708665258,1444427.8759239046,12
2010-12-31,1173577.5136513659,1064100.9516628534,1279767.1379709863,12
2011-01-07,939181.584062529,822369.493283464,1049463.3346029506,12
2011-01-14,774012.8500214996,660203.9227976637,884435.0210344683,12
2011-01-21,773966.6222440441,661911.49035406,884233.7547262923,12
2011-01-28,910323.7745036024,789785.0938792389,1028176.369000116,12
2011-02-04,1067323.425502445,950735.9803066513,1171730.0351116767,12
2011-02-11,1148098.7249985004,1031172.7233671178,1260822.9160235196,12
2011-02-18,1141373.111272676,1025296.171458296,1257382.6827194362,12
2011-02-25,1097844.200840048,990460.3046261196,1212988.3623515472,12
2011-03-04,1063134.1318442563,946936.4031876033,1177308.4078935096,12
2011-03-11,1043932.5274971265,931342.0267165946,1154542.800214179,12
2011-03-18,1027566.4408655033,908083.1811122812,1141796.8440318322,12
2011-03-25,1012455.665712021,890172.412365852,1130298.423309823,12
2011-04-01,1008885.9375019855,895472.6627035289,1118964.3791938366,12
2011-04-08,1018535.1699311091,904276.8310348185,1130819.5662997086,12
2011-04-15,1027489.7439654719,914468.3780026315,1136970.2158457441,12
2011-04-22,1022749.7740775102,912215.7806105547,1138297.8848692712,12
2011-04-29,1007730.1121970277,894315.2669903925,1119975.9157842186,12
2011-05-06,995669.0130170567,883198.0753907129,1107516.8128961897,12
2011-05-13,992073.6907753724,871050.1445033976,1101656.9864798104,12
2011-05-20,991114.6163287049,878602.0775007685,1104716.1770600767,12
2011-05-27,988555.1141309807,884121.9007127377,1108126.4912532612,12
2011-06-03,989466.3349877963,871604.0134776456,1097586.8454274237,12
2011-06-10,997969.6738976097,887120.8542012257,1108286.7084913105,12
2011-06-17,1004888.0273535347,888305.6230864095,1119684.0356747608,12
2011-06-24,994800.2475829602,879679.0508272633,1111330.9877161428,12
2011-07-01,966445.1822913019,847723.7830493507,1079826.4955484765,12
2011-07-08,938336.252609414,831848.6621495796,1047481.3672849811,12
2011-07-15,928696.8760470188,815047.3523179183,1042802.2794382214,12
2011-07-22,934610.1704768403,819517.2657593711,1037606.2044807152,12
2011-07-29,939358.0319943078,817685.0916803463,1048896.349067606,12
2011-08-05,939406.2386610617,829977.7372797751,1048405.2238572051,12
2011-08-12,952479.1439824088,841037.9916518395,1063207.8036015532,12
2011-08-19,990260.8177423117,872848.5593793165,1107470.967247776,12
2011-08-26,1029438.2032969913,901526.5865683856,1145340.5700167904,12
2011-09-02,1025528.0231780538,914605.452550125,1139785.331223005,12
2011-09-09,963076.3764598815,851174.6840303434,1090212.2707912277,12
2011-09-16,883579.2797914183,770061.3291147329,990396.2238218774,12
2011-09-23,849978.596017452,732763.0814131448,959770.179179107,12
2011-09-30,881230.581415004,771879.40813689,998944.6632111961,12
2011-10-07,932426.1189909909,823970.4038964979,1050807.2643140715,12
2011-10-14,947539.2939527576,840221.252971648,1062414.104550807,12
2011-10-21,925509.295976897,803925.8847612086,1039314.4100267785,12
2011-10-28,921150.9224888214,806214.2594139436,1040625.6676021678,12
2011-11-04,978645.7277146203,860292.2023051804,1092004.9293182122,12
2011-11-11,1077604.9286237278,965401.0667132456,1180540.293989504,12
2011-11-18,1158085.287341699,1044045.2817658286,1270855.570008947,12
2011-11-25,1194253.6012712403,1083954.4462061336,1314686.0756573663,12
2011-12-02,1223728.5054710142,1106280.3006578016,1331608.5067205443,12
2011-12-09,1291173.1461935672,1187199.4975471876,1405388.5460410973,12
2011-12-16,1372185.7713105464,1261369.9278765966,1484420.314815046,12
2011-12-23,1376121.00020205,1259275.6408317436,1488538.241197094,12
2011-12-30,1238858.606001282,1129369.5197537295,1349853.618279527,12
2012-01-06,1007797.3638368922,893835.7476951231,1123165.9849318,12
2012-01-13,820292.9877429635,701607.3666441442,939800.5547145045,12
2012-01-20,789088.6317966522,676437.1695586419,902739.357593843,12
2012-01-27,908356.7636089617,797643.4142357025,1017698.6100943758,12
2012-02-03,1070683.3572179778,956648.8241038389,1181631.6897843617,12
2012-02-10,1168546.741499187,1047522.1595043838,1286987.9341561939,12
2012-02-17,1174650.016487529,1055581.0352059256,1284418.0144577266,12
2012-02-24,1133411.4461242734,1019542.77100597,1255060.761146354,12
2012-03-02,1095531.656044613,979870.6711353576,1203434.364667444,12
2012-03-09,1074425.8894569492,966400.4361281139,1183670.6115778396,12
2012-03-16,1058211.4580743047,947712.5041191196,1179878.3731879033,12
2012-03-23,1042222.7370286869,928029.0211290072,1159833.2887930926,12
2012-03-30,1035971.8472094839,922139.4061686409,1146994.0988757801,12
2012-04-06,1043952.449026954,929255.6946137651,1159525.5822118844,12
2012-04-13,1054308.9720009498,934277.5541822453,1168015.4975074495,12
2012-04-20,1052288.4395424728,939404.1303192993,1166451.8755177876,12
2012-04-27,1038174.4640559042,916581.4648861118,1138163.3465196115,12
2012-05-04,1024781.9756887065,918084.2526529258,1132424.9163365331,12
2012-05-11,1019894.50833063,903946.2662954419,1135932.144249313,12
2012-05-18,1019020.208787836,917347.5768797525,1136800.6589904486,12
2012-05-25,1016600.6765169266,902261.0008521858,1131716.0017897561,12
2012-06-01,1016336.9849433816,898782.4963400759,1123491.171729915,12
2012-06-08,1023727.4239052058,909803.1907240867,1130375.073809454,12
2012-06-15,1032139.5908502534,918841.7417046168,1139808.2638973189,12
2012-06-22,1025822.080103469,911998.3108171712,1136471.172455729,12
2012-06-29,999795.2540702412,885037.3170028816,1109922.4786455578,12
2012-07-06,969924.4662595247,854191.4648101471,1085948.1178609661,12
2012-07-13,956490.0753680576,846144.7825838741,1071049.232087866,12
2012-07-20,960788.5941569526,855084.5082579183,1080511.068061055,12
2012-07-27,966702.2999277752,855380.1420434769,1087147.2303783589,12
2012-08-03,966712.04116673,855899.3494629542,1078062.591368714,12
2012-08-10,975909.5025937844,854411.2353416801,1091034.6029531006,12
2012-08-17,1009846.6352083002,898505.9092131394,1124560.229530229,12
2012-08-24,1052000.0866627647,934687.7600605419,1173181.8647820216,12
2012-08-31,1058431.1310917588,946722.7630650904,1175489.139349391,12
2012-09-07,1004937.9094785377,889466.9295182489,1121339.0776156439,12
2012-09-14,923597.0565993346,820051.1971152942,1033279.6403483796,12
2012-09-21,878438.7723856978,752309.3745150034,990283.2228384173,12
2012-09-28,899907.5153476861,788967.133119567,1006967.6649143589,12
2012-10-05,952374.6138138792,833522.4716117381,1071010.4060803473,12
2012-10-12,976115.4601771602,864174.911118769,1081584.23139565,12
2012-10-19,957668.0725241884,842809.7857105996,1069914.281753627,12
2012-10-26,945560.9943007552,829372.1781444312,1061882.6644435038,12
2012-10-28,951720.0811350794,837849.6871235745,1067498.023208945,12
2012-11-04,1015845.1635725722,889596.1500491939,1139530.2806632007,12
2012-11-11,1115712.2268277328,999188.3950454327,1223597.811414743,12
2012-11-18,1191491.6594223198,1080060.1733161544,1297525.9018071238,12
2012-11-25,1224294.1724975645,1111974.9607648845,1335671.4579574328,12
2012-12-02,1256422.988286544,1143652.089918484,1365807.1969968113,12
2012-12-09,1328079.7089718503,1217814.118955938,1436245.0215856608,12
2012-12-16,1405670.4201453072,1290903.583868826,1519418.308982293,12
2012-12-23,1396021.2628323033,1287106.8761349306,1507635.5334114952,12
2012-12-30,1244216.5920883436,1122623.1222001687,1362012.294119262,12
2013-01-06,1010573.0157311006,894547.2113176194,1134591.0407833152,12
2013-01-13,836040.2983580695,727509.7245592349,949835.0696419902,12
2010-02-05,1935147.2784705681,1721450.1102992815,2129048.1710860124,13
2010-02-12,1954203.4624900005,1743102.696229814,2152430.6235250505,13
2010-02-19,1904072.492605206,1699356.5072000737,2104072.481745687,13
2010-02-26,1866285.070750464,1665860.6291546063,2080063.7726382837,13
2010-03-05,1855506.827123853,1643402.3683666394,2056203.205854724,13
2010-03-12,1846265.9671207294,1634759.6174327282,2055669.538908848,13
2010-03-19,1837104.6477967128,1621175.9615368424,2045809.8361746443,13
2010-03-26,1854566.3258380117,1653782.0962945367,2064900.688082398,13
2010-04-02,1902635.7718493023,1691715.5449344344,2127092.956076291,13
2010-04-09,1941676.081119673,1724253.067961782,2145101.1685751923,13
2010-04-16,1933565.3644086833,1725803.9473927724,2134466.8148763,13
2010-04-23,1892099.3893855293,1685950.3442376815,2099597.52812813,13
2010-04-30,1867525.0739402538,1688182.3269282083,2081944.786258179,13
2010-05-07,1883710.5971292087,1685572.9539592494,2087614.680438688,13
2010-05-14,1911637.083204466,1698986.769828629,2109353.934933581,13
2010-05-21,1914173.6065775657,1700469.8925073273,2129836.1147020715,13
2010-05-28,1900364.4369767045,1692519.4518852222,2094297.276242875,13
2010-06-04,1913909.6363240636,1706342.5774732814,2120278.3751302133,13
2010-06-11,1969518.1376060478,1751718.623557618,2190507.149309531,13
2010-06-18,2023240.9396509319,1810295.567563722,2235331.8575434745,13
2010-06-25,2020346.9969706999,1814637.7353071996,2226067.5644711675,13
2010-07-02,1961611.2650318318,1758474.2119104795,2176063.384283743,13
2010-07-09,1902577.707600844,1694989.2741136393,2111477.5277490728,13
2010-07-16,1886924.9807942489,1684847.7379666825,2096997.6999968605,13
2010-07-23,1900627.771702471,1710334.5353598183,2108020.8310039113,13
2010-07-30,1904130.6961160451,1696263.8748815139,2105599.0607984024,13
2010-08-06,1893970.921744836,1686066.660638673,2089694.768255213,13
2010-08-13,1905537.4155108193,1706007.2883406423,2116888.431481035,13
2010-08-20,1950986.7833529115,1740608.9955424527,2159256.506957479,13
2010-08-27,1981138.8711325494,1765434.6445448303,2188863.8886700016,13
2010-09-03,1936003.0258956933,1718527.4658681995,2130812.14101367,13
2010-09-10,1828127.1151179532,1637701.8923360137,2039195.3890831687,13
2010-09-17,1746878.0281334773,1532903.223014645,1955803.484882973,13
2010-09-24,1763378.4534212938,1564080.1603883978,1972989.1068190297,13
2010-10-01,1846210.1661656995,1645529.6271521419,2055414.2033812902,13
2010-10-08,1896991.8171162647,1687267.8505935061,2107892.7737876726,13
2010-10-15,1868900.0177068654,1649030.6119304267,2090856.3167649098,13
2010-10-22,1823710.4499093324,1629464.3316058535,2029234.3597149972,13
2010-10-29,1853356.6229924317,1658062.6744883144,2081977.9580912082,13
2010-11-05,1964007.1190212443,1755172.0549322574,2160518.0934077324,13
2010-11-12,2072588.0437763224,1873073.5936988806,2276960.8472780134,13
2010-11-19,2126299.4242728157,1922780.207243815,2337093.8136828593,13
2010-11-26,2190005.7256380473,1981765.8792265258,2397193.6946698627,13
2010-12-03,2371082.5189831825,2158594.3400144093,2582620.179696823,13
2010-12-10,2653598.7718725037,2448247.749427615,2871813.948287359,13
2010-12-17,2846066.379046958,2643593.014860763,3054455.7044511707,13
2010-12-24,2738311.108976145,2541275.6904802863,2943767.7685987023,13
2010-12-31,2320299.3428770476,2100649.432430254,2519532.269512642,13
2011-01-07,1826613.0772862304,1632978.6082289014,2028684.6444588192,13
2011-01-14,1544762.4111724128,1342777.097154073,1753357.015427198,13
2011-01-21,1576805.184230364,1379002.067353482,1794998.6798037002,13
2011-01-28,1786859.415241643,1595492.0739732785,2002238.7100152776,13
2011-02-04,1962424.3920861538,1750570.1725528354,2153075.987468301,13
2011-02-11,2003838.1210133596,1799867.9582018661,2222048.9446961195,13
2011-02-18,1959365.3916274433,1747219.2280673562,2176101.5811281293,13
2011-02-25,1916764.921806692,1709626.182456948,2129155.1429393007,13
2011-03-04,1903458.2145572053,1715295.2904485094,2117239.304601202,13
2011-03-11,1895903.3737410912,1672049.4719275027,2107941.7907286333,13
2011-03-18,1885657.0461250942,1661336.4043503276,2097680.2265735962,13
2011-03-25,1897369.1466639326,1694462.6733518594,2098254.9608448064,13
2011-04-01,1942615.7534385868,1737201.7456323835,2160837.523026385,13
2011-04-08,1987710.8630580618,1764238.142983162,2193814.238624105,13
2011-04-15,1989478.414774672,1770944.6060978242,2192621.72989138,13
2011-04-22,1951287.0176737949,1737281.2677805084,2155877.980684222,13
2011-04-29,1921178.8936158998,1694612.063153583,2125620.8982946766,13
2011-05-06,1931704.8190695453,1721472.8996367527,2112996.90700613,13
2011-05-13,1961714.5404440244,1757269.5987899245,2168153.938156599,13
2011-05-20,1970550.1167402274,1771831.27118269,2170845.0082389596,13
2011-05-27,1957483.9866103367,1745692.7532939354,2167371.4007570944,13
2011-06-03,1964186.8648164114,1769008.633862688,2166435.663470412,13
2011-06-10,2014826.5304357326,1802237.7324435469,2225216.395890387,13
2011-06-17,2074411.8436988026,1868174.2311755642,2266755.2469649487,13
2011-06-24,2084470.980003009,1874660.2564671282,2303282.403094502,13
2011-07-01,2033314.6696019857,1832966.3329567674,2252755.083386567,13
2011-07-08,1970580.6811522876,1760695.7891762597,2196230.39459929,13
2011-07-15,1947304.7683228482,1730913.5961103558,2138822.7495030113,13
2011-07-22,1959620.6196809555,1759709.7927508086,2166766.3658828815,13
2011-07-29,1967563.0716283761,1777306.948074587,2166758.284434812,13
2011-08-05,1958533.1838883595,1767219.6290255757,2159065.954929174,13
2011-08-12,1964512.578220435,1764027.0794290758,2173310.421993066,13
2011-08-19,2006649.8503154796,1805650.6895787024,2224564.742365833,13
2011-08-26,2045592.4356196313,1840996.1867227822,2249583.0571293337,13
2011-09-02,2016566.7100692138,1811601.2356975302,2222494.6734762196,13
2011-09-09,1915440.5660053932,1713803.1821988963,2139940.3267653026,13
2011-09-16,1822870.2069406102,1613800.198549367,2024447.8844635875,13
2011-09-23,1821607.3924442446,1634993.631881009,2021300.862093471,13
2011-09-30,1899974.2986331526,1704665.2901104528,2104378.7189037595,13
2011-10-07,1963564.6115298856,1762950.2822776686,2159847.760221885,13
2011-10-14,1948512.3889906115,1743218.5558425097,2156255.9377148096,13
2011-10-21,1899316.0967978772,1699336.426415593,2101533.066362412,13
2011-10-28,1912270.7962027953,1710691.573491725,2113163.0489118374,13
2011-11-04,2013702.3513323802,1811055.8423649997,2216080.572539572,13
2011-11-11,2129828.3883834416,1931593.495402981,2338864.774910152,13
2011-11-18,2192588.8473881125,1976135.131326926,2401686.284210117,13
2011-11-25,2246176.8153390056,2038655.1244428644,2449827.962008759,13
2011-12-02,2402506.454002704,2206728.2066673744,2604868.8199261944,13
2011-12-09,2677341.817424441,2462989.160632924,2878927.6096682074,13
2011-12-16,2904456.2529247804,2672968.2445960282,3120193.6549983737,13
2011-12-23,2859296.623355901,2646340.217633659,3064612.105339007,13
2011-12-30,2485477.697543877,2265797.534047918,2682343.9015817447,13
2012-01-06,1982509.4966064868,1774230.6078248422,2199512.696402087,13
2012-01-13,1648209.8572942046,1440176.4510117727,1846227.4829829743,13
2012-01-20,1628920.743450676,1412589.0489036161,1836114.0068922266,13
2012-01-27,1823831.7059985397,1606322.171431676,2036124.1986563534,13
2012-02-03,2017975.577412434,1826478.5596078949,2237663.2463559667,13
2012-02-10,2083393.4336867516,1883017.9974243261,2301153.582653122,13
2012-02-17,2047432.6701286163,1836027.8278576925,2258060.215854464,13
2012-02-24,2000390.6893950473,1801593.7000229233,2219764.523717861,13
2012-03-02,1983130.2235913216,1777798.8171955193,2205528.0671932115,13
2012-03-09,1976481.9281703401,1770197.6262410202,2173885.6267922944,13
2012-03-16,1965632.789776322,1751984.095479201,2167058.1146186576,13
2012-03-23,1971608.4726484856,1782189.124609067,2183906.9106751014,13
2012-03-30,2012203.2195054658,1790819.541515362,2222730.1565131345,13
2012-04-06,2061151.5634950001,1847373.2953895475,2273077.577182345,13
2012-04-13,2072264.1109876921,1866970.6280117906,2274351.204597882,13
2012-04-20,2038421.2144542737,1844523.1902899456,2248923.7127140104,13
2012-04-27,2003184.366975371,1800503.1690583082,2205166.1844786396,13
2012-05-04,2006511.6781867293,1798225.7164218184,2215743.5073240157,13
2012-05-11,2036363.4877567748,1838639.0243330635,2228926.8413676405,13
2012-05-18,2050710.3688051752,1842315.0204577236,2254743.0249776514,13
2012-05-25,2039148.9973163737,1828717.4518416396,2239518.5078526647,13
2012-06-01,2039133.1680053147,1843442.8127404072,2237022.892043666,13
2012-06-08,2082797.2720136847,1862585.0684419596,2285621.630453194,13
2012-06-15,2145379.8749868684,1930700.489843633,2358694.7368862666,13
2012-06-22,2167193.0371251,1972858.4160906654,2368543.1210463205,13
2012-06-29,2124606.4762347937,1913997.551581416,2325974.746000345,13
2012-07-06,2059194.8283977476,1854330.2099795053,2265704.963962681,13
2012-07-13,2027330.1074598145,1826291.6589756333,2240860.982650404,13
2012-07-20,2036000.7521051464,1832070.1200835726,2245401.772640084,13
2012-07-27,2047144.065819432,1861677.400327741,2251426.774905783,13
2012-08-03,2039659.8460208452,1844204.7495370484,2238885.4754138864,13
2012-08-10,2040108.7262907005,1833717.5426121636,2244857.6580449413,13
2012-08-17,2076829.9406172303,1857971.1650662404,2274422.8212462896,13
2012-08-24,2121482.1238861657,1921885.5327201425,2322430.2108458686,13
2012-08-31,2107607.063118703,1900042.418378595,2327665.255672049,13
2012-09-07,2015309.4489240025,1808513.2499317466,2218282.2924648267,13
2012-09-14,1913612.5423761662,1707198.932084767,2118597.1847594758,13
2012-09-21,1893513.1221080543,1689737.9850951333,2100160.642329359,13
2012-09-28,1963386.051250508,1769492.2992577066,2172330.9062024304,13
2012-10-05,2036836.362788977,1842728.395197833,2242866.337273301,13
2012-10-12,2035748.3206878072,1816415.1854456,2234981.6454096204,13
2012-10-19,1985423.3886980715,1771188.4388374595,2187104.999754949,13
2012-10-26,1982050.3638305948,1775130.864573564,2184004.708188422,13
2012-10-28,1998957.4587355983,1796270.7702407914,2225453.880713434,13
2012-11-04,2106611.2871649987,1890989.0514050033,2316777.241848017,13
2012-11-11,2218823.4500618917,2009959.4061625993,2435796.4572256324,13
2012-11-18,2276264.5138057615,2063687.0365630449,2484717.704031041,13
2012-11-25,2335722.284768818,2135410.9170894255,2537981.248558323,13
2012-12-02,2507159.5572969755,2302468.8553705392,2706217.1643810812,13
2012-12-09,2787628.685447457,2585349.9451131565,3001721.772733698,13
2012-12-16,2995155.9492959552,2804189.3088273667,3208513.5083617917,13
2012-12-23,2912812.721460062,2698825.4446276375,3116948.403870605,13
2012-12-30,2511802.2930347607,2306235.7089123377,2705576.020059587,13
2013-01-06,2013417.7513723492,1812528.647068571,2231543.926368917,13
2013-01-13,1710318.109284229,1506765.2296292554,1910357.904159776,13
2010-02-05,2205717.0514823557,1960479.6543142814,2454976.451288492,14
2010-02-12,2189953.3932587784,1935216.7008896524,2448056.827585008,14
2010-02-19,2136414.308206162,1880914.671874486,2389739.9153500735,14
2010-02-26,2134912.47687286,1880881.3052516757,2373987.272334767,14
2010-03-05,2170462.3936522845,1931566.1742026226,2439019.0969101107,14
2010-03-12,2178800.1429690053,1929069.1621178656,2418200.527887269,14
2010-03-19,2151770.6524869753,1913633.9057129107,2406268.940859049,14
2010-03-26,2147721.187772895,1902798.5736945088,2397727.390349678,14
2010-04-02,2202851.7911849553,1956843.4157879509,2457932.205769356,14
2010-04-09,2270893.7620221376,2002110.1323689807,2516452.4347140905,14
2010-04-16,2275260.339904577,2041675.5333610242,2537962.8126982655,14
2010-04-23,2206622.388369313,1956403.4493410375,2461172.073026576,14
2010-04-30,2139396.0606388287,1887372.369954365,2387301.955918819,14
2010-05-07,2145650.122633569,1889417.7811646264,2383244.7976717483,14
2010-05-14,2214423.921764794,1961976.4855588642,2460747.3393484713,14
2010-05-21,2273266.259191147,2019842.7095697534,2525062.805096265,14
2010-05-28,2277460.6459560595,2036506.6525265016,2519861.780658217,14
2010-06-04,2252422.9676707415,2004313.0679918118,2517730.156339646,14
2010-06-11,2243636.8016132633,1985319.1578105437,2512405.0174447815,14
2010-06-18,2249317.6502357847,1990764.2433329504,2480010.276498088,14
2010-06-25,2226152.3668725635,1993227.433444433,2480897.464320008,14
2010-07-02,2155171.6585752605,1907961.1582941583,2385906.535428019,14
2010-07-09,2074745.9228802244,1805059.8285581619,2314589.97157264,14
2010-07-16,2035531.5069594493,1788166.7616247928,2270513.7438980867,14
2010-07-23,2039411.0334871898,1791261.7186807895,2300193.5028345673,14
2010-07-30,2045238.1848888367,1802158.682803044,2301192.0043955757,14
2010-08-06,2031620.4600497526,1778160.4664535015,2275696.582782619,14
2010-08-13,2027854.4200116878,1779041.032159482,2270734.8693856653,14
2010-08-20,2067384.372368822,1810407.0752058127,2326603.446502223,14
2010-08-27,2126837.136733525,1895532.4186474185,2377404.0693598953,14
2010-09-03,2139485.077314983,1889783.3192953186,2382164.366652934,14
2010-09-10,2074970.3771225237,1834429.0647756967,2330344.010943528,14
2010-09-17,1983958.918818326,1745580.1086562413,2224011.384363382,14
2010-09-24,1944839.2987596984,1703181.0034463722,2199219.8448191136,14
2010-10-01,1975299.5268936246,1714452.631294153,2225192.9961129753,14
2010-10-08,2020221.2779698598,1782977.8119964693,2257723.450579616,14
2010-10-15,2030302.2132560874,1792600.854995421,2273379.6348508354,14
2010-10-22,2026959.6631503324,1757675.9475942224,2273630.990564711,14
2010-10-29,2066971.6934768897,1831071.3954579907,2319083.1439362974,14
2010-11-05,2156461.541010379,1894386.5860670358,2402757.812644991,14
2010-11-12,2237990.7693530316,1988757.0826859314,2493234.6751866774,14
2010-11-19,2279143.5712887105,2035445.1795425965,2527678.340177353,14
2010-11-26,2343110.253527956,2082511.1164294342,2579643.000654621,14
2010-12-03,2523140.8454209906,2289664.509366018,2788792.756239797,14
2010-12-10,2793892.1054115277,2547284.9872205392,3048310.7813522364,14
2010-12-17,2965533.0514969644,2695770.679692255,3224147.9513251167,14
2010-12-24,2835784.161155414,2574638.5265287934,3084627.0471813073,14
2010-12-31,2403981.556614613,2156943.169161029,2651187.977936889,14
2011-01-07,1912289.1416907907,1655414.3912521373,2167204.5284796706,14
2011-01-14,1648069.4355335026,1396965.9724683322,1904565.044535021,14
2011-01-21,1699370.5731724838,1445308.7199744943,1939951.098053177,14
