ds,yhat,yhat_lower,yhat_upper,Store,yhat_change_pct,volatility,anomaly,risk_score,risk_level,low_sales_threshold,high_sales_threshold,action,reason
2012-02-24,2013308.7405284052,1789672.9592284623,2227880.146677993,10,-4.115341077465584,61545.904210628134,False,7.17229419010518,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-03-02,1953184.5511531965,1719679.1657408532,2183345.972244845,10,-2.9863372748001216,73659.30641232236,False,6.757578777239434,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-03-09,1921615.674117256,1697136.7081790878,2140584.8744707024,10,-1.616277223639806,46581.70344173462,False,4.040367746482421,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-03-16,1893784.502810096,1665466.913110298,2114012.606977391,10,-1.4483214142154144,29719.61708139169,False,3.0176455393886945,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-03-23,1875404.2375427175,1653003.4062020618,2086002.509116336,10,-0.9705573807423651,23266.2313159922,False,2.2111555861979104,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-03-30,1888710.8080457544,1653205.545950467,2103471.907418488,10,0.7095307900376824,9492.464980167382,False,1.2121204368872824,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-04-06,1922002.5795682587,1709152.4318483854,2143662.729834812,10,1.76267173252167,24002.820491119593,False,3.0115160757228834,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-04-13,1926798.9083117645,1712277.3710513525,2149962.815983482,10,0.24954850708802656,20744.678845355353,False,1.3261880440873268,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-04-20,1874469.6380112171,1663611.5002529456,2106083.205792188,10,-2.7158656814061377,28927.316480719164,False,4.259092410402964,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-04-27,1797348.3024170827,1555996.310455586,2022972.5650253356,10,-4.1143016686020495,65119.77720643665,False,7.737404498413236,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-05-04,1756255.648512652,1534203.3420056007,1978433.6538299925,10,-2.2862933049297762,60015.07299820996,False,5.703510670125775,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-05-11,1772311.987156591,1533025.2623188293,2001461.4969049464,10,0.9142369823856189,20709.214122236037,False,2.082722794833396,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-05-18,1807421.7609550108,1586451.2877323327,2034484.9817066493,10,1.981015422388932,26167.64315355911,False,3.4288038533378087,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-05-25,1814779.0487130424,1574392.054075188,2035587.9084858168,10,0.40705981951574266,22694.629381395644,False,1.6576048595573736,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-06-01,1792559.6998221343,1589215.4815453617,2001773.3104660185,10,-1.2243555989179478,11318.937003912208,False,1.8557954893179898,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-06-08,1774907.2803168471,1541474.4923698334,1991588.3209801896,10,-0.9847604800575782,19979.428147261857,False,2.1104208663114017,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-06-15,1779134.7738695547,1553265.5824056023,1999108.532110158,10,0.2381810925894179,9216.907045786711,False,0.7562366767507159,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-06-22,1783089.2665382442,1544093.4122425292,2012405.732043793,10,0.2222705512122891,4091.752120932363,False,0.4517460013604605,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-06-29,1761642.375359667,1535621.6267126778,1981632.7792784544,10,-1.2027940261350456,11413.377816579838,False,1.850676818705224,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-07-06,1729698.7972456138,1498435.496685504,1954326.9824643808,10,-1.8132839309982773,26866.65695375388,False,3.366540312776224,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-07-13,1730474.3769598366,1513046.6319554022,1958738.6647811064,10,0.04483900407734609,18222.869472431736,False,1.0978953055781153,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-07-20,1781976.0650616102,1553450.5064323258,2016163.3322634771,10,2.9761601088976297,29960.913792009007,False,4.65749098530158,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-07-27,1851156.0109523225,1622961.1871036715,2071710.093626067,10,3.882203989553612,60556.23498569144,False,7.153469870301201,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-08-03,1888936.1592072863,1678584.561459951,2102026.789117079,10,2.040894880357924,54242.76642288353,False,4.912498886585807,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-08-10,1880029.6098010663,1645291.3498772164,2094595.2716889817,10,-0.47151140406765935,19749.898459466833,False,1.5220213724482452,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-08-17,1845587.628026674,1603235.3814240857,2054570.46453534,10,-1.8319914534769888,22893.492111567182,False,3.072436055722464,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-08-24,1803533.9546947728,1587486.3869958154,2039921.727324414,10,-2.2786061573714322,38310.892270517186,False,4.402818577702652,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-08-31,1747939.3276176294,1528971.5383486336,1974061.8862388069,10,-3.0825384203288952,48980.3779985943,False,5.884716804023286,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-09-07,1676792.3870703855,1445187.9432798026,1908726.8045386656,10,-4.070332386434394,63529.618647457835,False,7.859091158082556,LOW,1691840.1872283798,2284435.2583301105,Review Marketing,Forecasted weekly sales (1.68M) are below this store’s normal range (1.69M–2.28M). Consider promotions or cost management.
2012-09-14,1622139.5380500036,1401183.2098593728,1849802.2297230223,10,-3.259368866521928,63079.8542992884,False,7.148051240611494,LOW,1691840.1872283798,2284435.2583301105,Review Marketing,Forecasted weekly sales (1.62M) are below this store’s normal range (1.69M–2.28M). Consider promotions or cost management.
2012-09-21,1626433.346259835,1401510.1899323454,1859277.2963311935,10,0.26470029914893445,30390.249769526123,False,2.133221369465889,LOW,1691840.1872283798,2284435.2583301105,Review Marketing,Forecasted weekly sales (1.63M) are below this store’s normal range (1.69M–2.28M). Consider promotions or cost management.
2012-09-28,1685270.3182048849,1441214.420947949,1901488.7915299467,10,3.6175458453524767,35274.451234919696,False,5.710649299075753,LOW,1691840.1872283798,2284435.2583301105,Review Marketing,Forecasted weekly sales (1.69M) are below this store’s normal range (1.69M–2.28M). Consider promotions or cost management.
2012-10-05,1736453.374538976,1499750.906032684,1962084.6428243376,10,3.0370828810781125,55054.368803157435,False,6.207589478629241,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-10-12,1726838.5459543513,1508202.5131519092,1949484.68025264,10,-0.5537049670094052,27203.1485390419,False,2.129020076969952,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-10-19,1683576.7817114927,1454702.3592792894,1898491.2565652416,10,-2.5052581982381916,28166.052980911092,False,4.178247116051492,LOW,1691840.1872283798,2284435.2583301105,Review Marketing,Forecasted weekly sales (1.68M) are below this store’s normal range (1.69M–2.28M). Consider promotions or cost management.
2012-10-26,1694916.155908921,1460051.2053870698,1911944.8993386903,10,0.6735287823286029,22432.1222015338,False,1.9970232881382004,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-10-28,1717729.53093754,1480270.7977119517,1950680.6320591113,10,1.3459884106411746,17394.643653836065,False,2.3586416450733747,LOW,1691840.1872283798,2284435.2583301105,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.69M–2.28M).
2012-11-04,1859010.937559152,1630073.0849535405,2082501.8722432512,10,8.224892456992361,88889.42878842691,True,13.006436609988961,LOW,1691840.1872283798,2284435.2583301105,Prepare Inventory,Sales predicted to increase by 8.2% compared to last week. Ensure sufficient stock.
2012-11-11,2030861.0626217388,1803444.7556911327,2254395.008150286,10,9.244169659820445,156814.25183737045,True,16.96573440511775,LOW,1691840.1872283798,2284435.2583301105,Prepare Inventory,Sales predicted to increase by 9.2% compared to last week. Ensure sufficient stock.
2012-11-18,2157238.158188258,1936863.2478429216,2390207.433395096,10,6.222833156462837,149690.29744331352,True,13.161811909232068,LOW,1691840.1872283798,2284435.2583301105,Prepare Inventory,Sales predicted to increase by 6.2% compared to last week. Ensure sufficient stock.
2012-11-25,2256077.842814552,2038595.689887392,2480598.6928268746,10,4.581769715649031,112888.62625117484,False,9.585525530667432,LOW,1691840.1872283798,2284435.2583301105,Monitor Closely,Sales forecast shows high week-to-week volatility. Watch inventory and marketing closely.
2012-12-02,2414478.579738792,2187094.7847968694,2645908.803842111,10,7.021067000357939,129764.34486834184,True,12.395492185044409,LOW,1691840.1872283798,2284435.2583301105,Prepare Inventory,Sales predicted to increase by 7.0% compared to last week. Ensure sufficient stock.
2012-12-09,2650094.0459764926,2432321.0044079293,2873806.7211060813,10,9.75844094103293,198265.06237135455,True,17.239875898874168,LOW,1691840.1872283798,2284435.2583301105,Prepare Inventory,Sales predicted to increase by 9.8% compared to last week. Ensure sufficient stock.
2012-12-16,2824549.5727783074,2621875.0097388737,3065746.3849070156,10,6.582993802302295,205794.23303165677,True,13.868907103842679,LOW,1691840.1872283798,2284435.2583301105,Prepare Inventory,Sales predicted to increase by 6.6% compared to last week. Ensure sufficient stock.
2012-12-23,2740073.0632847184,2528671.780356468,2971032.763435225,10,-2.990795782369482,87242.2251012294,False,6.17473369520185,LOW,1691840.1872283798,2284435.2583301105,Prepare Inventory,Forecasted weekly sales (2.74M) exceed this store’s normal range (1.69M–2.28M). Ensure stock and logistics are ready.
2012-12-30,2345040.559332692,2112402.2891445854,2581403.5926676774,10,-14.416860237970186,255967.39825298736,True,25.332125529834723,LOW,1691840.1872283798,2284435.2583301105,Investigate / Promote,Sales predicted to drop by 14.4% compared to last week. Consider marketing actions or promotions.
2013-01-06,1830465.3210373651,1622051.8362657293,2058516.1263515276,10,-21.94312743323106,456111.2071636371,True,46.86090117751313,MEDIUM,1691840.1872283798,2284435.2583301105,Investigate / Promote,Sales predicted to drop by 21.9% compared to last week. Consider marketing actions or promotions.
2013-01-13,1495514.090343848,1275962.3814689417,1717622.2365010816,10,-18.298693061483007,427916.507495412,True,46.91203146186047,MEDIUM,1691840.1872283798,2284435.2583301105,Investigate / Promote,Sales predicted to drop by 18.3% compared to last week. Consider marketing actions or promotions.
2010-02-05,1450909.7862304896,1321980.8430660388,1576170.693886416,11,,,False,,LOW,1252669.062831195,1523875.5301879228,No Action,First week or insufficient historical data to assess change.
2010-02-12,1498406.6530392051,1363848.393436052,1637529.5605092545,11,3.2735920082332504,,False,,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-02-19,1464853.9598341782,1341616.1559128128,1601995.2439234578,11,-2.2392247883424865,24413.710476715525,False,3.905855807278952,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-02-26,1410959.1411008334,1278574.2415735915,1548412.0506107071,11,-3.6791939818659913,44116.32738533887,False,6.805884620896063,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-03-05,1370228.7977523312,1241897.1745814758,1518039.8397249312,11,-2.8867131699309323,47464.95839845549,False,6.350730163028371,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-03-12,1341298.9851379883,1206111.9065366904,1473525.441788054,11,-2.1113125531880717,34996.267077017306,False,4.720445003505777,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-03-19,1320872.6395121613,1189593.8677970974,1459396.981596487,11,-1.5228778857031444,24799.865623813297,False,3.400414362874225,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-03-26,1319761.7628169667,1179963.5757223656,1453203.3390146894,11,-0.08410172653775527,12126.565795547904,False,1.0029467891242287,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-04-02,1343119.3160081815,1218397.1064218965,1479505.342703851,11,1.7698310293032815,13176.519224430103,False,2.750869650919668,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-04-09,1370468.6898388378,1235684.8930987697,1503671.5656293791,11,2.0362579485447396,25379.637467894223,False,3.888152680330168,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-04-16,1369947.9384215723,1247699.9782400597,1488836.4521696828,11,-0.037998052865162446,15642.007605416562,False,1.1797938223773223,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-04-23,1332458.7481857024,1206522.3187983248,1468702.2433317166,11,-2.736541235213963,21796.277323793227,False,4.372335015206882,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-04-30,1283171.1815311173,1151919.336123505,1411497.0220286984,11,-3.698993812881324,43521.851116606595,False,7.090735440422792,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-05-07,1255832.6042442345,1120484.7500303509,1386415.6910031291,11,-2.1305479487360057,38833.464885628004,False,5.222796450199157,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-05-14,1260667.3017855226,1126372.913255097,1389139.7156980657,11,0.38497945705093795,14589.932099403504,False,1.5422976550195318,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-05-21,1281416.0921352108,1148433.209970061,1415950.1965276734,11,1.645857739016554,13591.67302652145,False,2.706533745033755,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-05-28,1298992.8062565562,1164055.493281722,1425598.9672859232,11,1.3716632894829273,19184.618288437618,False,2.8485473950788576,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-06-04,1309494.8226845623,1180362.138656292,1433369.939509743,11,0.8084737942676501,14187.13230137801,False,1.8918787879806704,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-06-11,1318001.2784988582,1191505.5812406573,1454368.9560914552,11,0.6495982776668852,9521.678393373482,False,1.3720314458818832,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-06-18,1323337.59989955,1191646.685112805,1461450.7193466069,11,0.4048798349247207,6981.625856915266,False,0.9324569140801242,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-06-25,1317235.361134411,1195362.556212044,1450292.839405882,11,-0.46112486833307376,3324.1608827700297,False,0.7134837846551532,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-07-02,1297410.674017803,1166771.962385283,1422831.7246210172,11,-1.5050223901926563,13555.202094249416,False,2.5498112427671353,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-07-09,1274367.087396232,1146973.5987722347,1405868.302366748,11,-1.7761212454195485,21454.269182569074,False,3.4596447289398364,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-07-16,1262416.670700283,1134481.1363380332,1398072.6461005402,11,-0.9377530865432027,17787.634336712577,False,2.346767617921776,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-07-23,1268022.469502343,1136517.8841577535,1395966.9265540645,11,0.4440529764986767,5979.013514450277,False,0.9155756551777732,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-07-30,1289645.8264887994,1170320.2019435891,1439682.6001535773,11,1.7052818468542341,14378.348726056609,False,2.820188624415266,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-08-06,1323406.7614081758,1188057.1701209652,1454375.7107708263,11,2.61784547555155,27912.93034868929,False,4.727017890462626,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-08-13,1360504.808270906,1237823.924658246,1494306.4708758348,11,2.803223313084491,35442.585277356855,False,5.4083287902493655,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-08-20,1380158.1202645984,1250865.8183621443,1512279.468199222,11,1.444560274555018,28819.074948722202,False,3.5326597847181813,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-08-27,1357615.7777846053,1215066.1440108456,1477659.0260825804,11,-1.6333159330810143,12266.189125373074,False,2.5368255509045032,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-09-03,1290948.965197735,1157302.7433305224,1423169.2763589225,11,-4.910580274461673,46387.66799614112,False,8.503880183806727,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-09-10,1216792.3132745784,1083010.000026251,1348429.7039695582,11,-5.744351939721959,70444.92066093451,True,11.533747540961107,LOW,1252669.062831195,1523875.5301879228,Investigate / Promote,Sales predicted to drop by 5.7% compared to last week. Consider marketing actions or promotions.
2010-09-17,1185615.2185534907,1047665.371305106,1319491.4215623662,11,-2.5622363307987395,54108.56130936345,False,7.125990275807862,LOW,1252669.062831195,1523875.5301879228,Review Marketing,Forecasted weekly sales (1.19M) are below this store’s normal range (1.25M–1.52M). Consider promotions or cost management.
2010-09-24,1212377.220228473,1081201.5956582522,1348662.783063374,11,2.2572248783743865,16870.630375036868,False,3.64875798321593,LOW,1252669.062831195,1523875.5301879228,Review Marketing,Forecasted weekly sales (1.21M) are below this store’s normal range (1.25M–1.52M). Consider promotions or cost management.
2010-10-01,1256594.6828837416,1131082.0473805226,1388466.872750746,11,3.6471703622850793,35845.671737632096,False,6.499774485626614,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-10-08,1263853.14468354,1136847.9434697567,1393464.15683903,11,0.5776295171917578,27861.682378832942,False,2.782132666630794,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-10-15,1227607.7609217318,1104738.2678228847,1356236.2027399717,11,-2.8678477332810592,19177.481397776006,False,4.430030867686862,LOW,1252669.062831195,1523875.5301879228,Review Marketing,Forecasted weekly sales (1.23M) are below this store’s normal range (1.25M–1.52M). Consider promotions or cost management.
2010-10-22,1200165.9941529157,1077014.0484185065,1331795.7873256158,11,-2.2353855720341764,31944.826263800438,False,4.8970862383946905,LOW,1252669.062831195,1523875.5301879228,Review Marketing,Forecasted weekly sales (1.20M) are below this store’s normal range (1.25M–1.52M). Consider promotions or cost management.
2010-10-29,1233331.7348029993,1110603.6104264115,1365439.6337837086,11,2.7634294598966935,17728.417833417538,False,4.200870606762934,LOW,1252669.062831195,1523875.5301879228,Review Marketing,Forecasted weekly sales (1.23M) are below this store’s normal range (1.25M–1.52M). Consider promotions or cost management.
2010-11-05,1317014.3014157503,1192843.230622228,1441902.5900623954,11,6.785081762784428,60216.64390343233,True,11.357290571656229,LOW,1252669.062831195,1523875.5301879228,Prepare Inventory,Sales predicted to increase by 6.8% compared to last week. Ensure sufficient stock.
2010-11-12,1390668.7618211417,1263039.2946487782,1521246.1913865565,11,5.5925330747141455,78721.75849515169,True,11.253245435295401,LOW,1252669.062831195,1523875.5301879228,Prepare Inventory,Sales predicted to increase by 5.6% compared to last week. Ensure sufficient stock.
2010-11-19,1420728.614090382,1286175.6253487223,1551100.0851089174,11,2.161539332333562,53362.33520256758,False,5.9175230348742955,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-11-26,1450758.520245905,1320245.6119047883,1565229.0143032705,11,2.113697567409778,30044.880456026185,False,4.184674924201971,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2010-12-03,1552522.8516852355,1423319.1139898838,1681049.3106944277,11,7.014560315805096,69074.22997544959,True,11.46372059067453,LOW,1252669.062831195,1523875.5301879228,Prepare Inventory,Sales predicted to increase by 7.0% compared to last week. Ensure sufficient stock.
2010-12-10,1724073.5357166408,1589725.3132776096,1853339.0917614936,11,11.049800899561003,138134.4236765396,True,19.061896718845283,LOW,1252669.062831195,1523875.5301879228,Prepare Inventory,Sales predicted to increase by 11.0% compared to last week. Ensure sufficient stock.
2010-12-17,1852929.1397636435,1721527.970404423,1979792.159389622,11,7.473904179698554,150707.96362667644,True,15.607402670952272,LOW,1252669.062831195,1523875.5301879228,Prepare Inventory,Sales predicted to increase by 7.5% compared to last week. Ensure sufficient stock.
2010-12-24,1805066.9395772407,1678713.1432068066,1932053.607845222,11,-2.5830561546734576,65133.82169287385,False,6.191444312739698,LOW,1252669.062831195,1523875.5301879228,Prepare Inventory,Forecasted weekly sales (1.81M) exceed this store’s normal range (1.25M–1.52M). Ensure stock and logistics are ready.
2010-12-31,1560197.8250616086,1430843.8783672154,1694975.8804477174,11,-13.565652837948615,157026.1634556077,True,23.63015625753306,LOW,1252669.062831195,1523875.5301879228,Investigate / Promote,Sales predicted to drop by 13.6% compared to last week. Consider marketing actions or promotions.
2011-01-07,1253225.158743396,1126064.8486062074,1387521.7873471333,11,-19.675239984781477,276502.6980531551,True,41.73852973954536,MEDIUM,1252669.062831195,1523875.5301879228,Investigate / Promote,Sales predicted to drop by 19.7% compared to last week. Consider marketing actions or promotions.
2011-01-14,1070442.7681138811,938926.6155393006,1197332.0517631453,11,-14.584960200830155,247487.9242833967,True,37.70510558884283,MEDIUM,1252669.062831195,1523875.5301879228,Investigate / Promote,Sales predicted to drop by 14.6% compared to last week. Consider marketing actions or promotions.
2011-01-21,1098082.261222697,969895.1387661692,1228346.1923308463,11,2.5820617348386365,98524.66912291203,False,11.554492362504579,LOW,1252669.062831195,1523875.5301879228,Monitor Closely,Sales forecast shows high week-to-week volatility. Watch inventory and marketing closely.
2011-01-28,1266466.633493769,1132844.1983232896,1400898.1500219672,11,15.334404189680528,106099.47706666001,True,23.71200169289829,LOW,1252669.062831195,1523875.5301879228,Prepare Inventory,Sales predicted to increase by 15.3% compared to last week. Ensure sufficient stock.
2011-02-04,1431226.8025372734,1293449.3556711986,1563155.9919325395,11,13.009436228808081,166575.55619801467,True,24.648091674800998,LOW,1252669.062831195,1523875.5301879228,Prepare Inventory,Sales predicted to increase by 13.0% compared to last week. Ensure sufficient stock.
2011-02-11,1498624.54897522,1362188.9007781,1629686.9970602973,11,4.709089175696279,119433.1523271824,False,12.678607118589476,LOW,1252669.062831195,1523875.5301879228,Monitor Closely,Sales forecast shows high week-to-week volatility. Watch inventory and marketing closely.
2011-02-18,1475831.1878162755,1347962.655231558,1605566.8432624207,11,-1.520952073988835,34282.0281487465,False,3.843848380271138,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2011-02-25,1422584.661749443,1293467.6646386476,1559974.7334755105,11,-3.607900856575552,39023.057928213195,False,6.351010562273071,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2011-03-04,1379700.7639035066,1233858.1893833056,1514785.6920917155,11,-3.0145058497396904,48158.21085113037,False,6.504988142065105,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2011-03-11,1350034.637106528,1221676.3513654696,1476304.8538299666,11,-2.1501855745187703,36475.137306755765,False,4.851978277032787,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2011-03-18,1328343.506662734,1195574.183622781,1460757.6484720572,11,-1.6067091797202782,25781.62165302144,False,3.5475943140025947,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2011-03-25,1323589.434950563,1191312.5702333318,1457520.374733169,11,-0.35789475300068707,14097.60650395933,False,1.4229989410290456,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2011-04-01,1344076.6681359385,1212219.7476822136,1472825.7518384077,11,1.547854088616285,10722.719581782474,False,2.345629977149006,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
2011-04-08,1373943.238989711,1239064.2998919385,1509009.0446582704,11,2.222088334826444,25322.07324110328,False,4.065110122227438,LOW,1252669.062831195,1523875.5301879228,No Action,Forecast is normal. Expected weekly sales are within the store’s normal range (1.25M–1.52M).
